CircleName,Abbrev,LatLong
"Santa Rosa - Area de Conservacion Guanacaste, Costa Rica",CRSR,10.8713320000/-85.6905160000

CountYear3,LowTemp,HighTemp,AMCloud,PMClouds,AMRain,PMRain,AMSnow,PMSnow
119,20.0 Celsius,29.0 Celsius,Clear,Clear,None,None,None,None
118,20.0 Celsius,27.0 Celsius,Partly Clear,Partly Clear,Light,Light,,
117,20.0 Celsius,26.0 Celsius,Partly Cloudy,Partly Cloudy,Light,Light,,
116,25.0 Celsius,30.0 Celsius,Clear,Clear,None,None,None,None
115,73.0 Fahrenheit,88.0 Fahrenheit,Clear,Clear,None,None,None,None
114,22.0 Celsius,31.0 Celsius,Partly Cloudy,Partly Cloudy,None,None,None,None
113,25.0 Celsius,30.0 Celsius,Cloudy,Cloudy,Light,None,None,None
112,25.0 Celsius,28.0 Celsius,Partly Cloudy,Partly Cloudy,None,None,None,None
111,75.0 Celsius,88.0 Celsius,Clear,Clear,None,None,None,None

CountYear5,LowTemp3,HighTemp2,AMCloud2,PMClouds2
"Sharp-shinned Hawk
[Accipiter striatus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"Sharp-shinned Hawk
[Accipiter striatus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",,,
"Sharp-shinned Hawk
[Accipiter striatus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"Sharp-shinned Hawk
[Accipiter striatus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"Sharp-shinned Hawk
[Accipiter striatus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Sharp-shinned Hawk
[Accipiter striatus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Sharp-shinned Hawk
[Accipiter striatus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",1,0.0110,
"Crane Hawk
[Geranospiza caerulescens]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Crane Hawk
[Geranospiza caerulescens]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Crane Hawk
[Geranospiza caerulescens]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",2,0.0204,
"Crane Hawk
[Geranospiza caerulescens]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",,,
"Crane Hawk
[Geranospiza caerulescens]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",1,0.0161,
"Crane Hawk
[Geranospiza caerulescens]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",1,0.0110,
"Crane Hawk
[Geranospiza caerulescens]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",1,0.0110,
"Crane Hawk
[Geranospiza caerulescens]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",3,0.0333,
"Crane Hawk
[Geranospiza caerulescens]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",1,0.0110,
"Common Black Hawk
[Buteogallus anthracinus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",10,0.1439,
"Common Black Hawk
[Buteogallus anthracinus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",24,0.2448,
"Common Black Hawk
[Buteogallus anthracinus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",20,0.2036,
"Common Black Hawk
[Buteogallus anthracinus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",27,0.2138,
"Common Black Hawk
[Buteogallus anthracinus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",13,0.2088,
"Common Black Hawk
[Buteogallus anthracinus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",21,0.2308,
"Common Black Hawk
[Buteogallus anthracinus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",17,0.1872,
"Common Black Hawk
[Buteogallus anthracinus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",14,0.1556,
"Common Black Hawk
[Buteogallus anthracinus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",12,0.1326,
"Great Black Hawk
[Buteogallus urubitinga]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Great Black Hawk
[Buteogallus urubitinga]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",1,0.0102,"US,"
"Great Black Hawk
[Buteogallus urubitinga]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",3,0.0305,
"Great Black Hawk
[Buteogallus urubitinga]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",,,
"Great Black Hawk
[Buteogallus urubitinga]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",2,0.0321,
"Great Black Hawk
[Buteogallus urubitinga]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",5,0.0549,
"Great Black Hawk
[Buteogallus urubitinga]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",2,0.0220,
"Great Black Hawk
[Buteogallus urubitinga]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Great Black Hawk
[Buteogallus urubitinga]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",1,0.0110,
"Roadside Hawk
[Rupornis magnirostris]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",8,0.1151,
"Roadside Hawk
[Rupornis magnirostris]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",18,0.1836,
"Roadside Hawk
[Rupornis magnirostris]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",16,0.1628,
"Roadside Hawk
[Rupornis magnirostris]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",30,0.2375,
"Roadside Hawk
[Rupornis magnirostris]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",15,0.2410,
"Roadside Hawk
[Rupornis magnirostris]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",17,0.1868,
"Roadside Hawk
[Rupornis magnirostris]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",9,0.0991,
"Roadside Hawk
[Rupornis magnirostris]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",16,0.1778,
"Roadside Hawk
[Rupornis magnirostris]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",24,0.2652,
"White-tailed Hawk
[Geranoaetus albicaudatus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",2,0.0288,
"White-tailed Hawk
[Geranoaetus albicaudatus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"White-tailed Hawk
[Geranoaetus albicaudatus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"White-tailed Hawk
[Geranoaetus albicaudatus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",1,0.0079,
"White-tailed Hawk
[Geranoaetus albicaudatus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"White-tailed Hawk
[Geranoaetus albicaudatus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"White-tailed Hawk
[Geranoaetus albicaudatus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"White-tailed Hawk
[Geranoaetus albicaudatus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"White-tailed Hawk
[Geranoaetus albicaudatus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",,,
"Gray Hawk
[Buteo plagiatus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",2,0.0288,
"Gray Hawk
[Buteo plagiatus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",1,0.0102,
"Gray Hawk
[Buteo plagiatus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",4,0.0407,
"Gray Hawk
[Buteo plagiatus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",2,0.0158,
"Gray Hawk
[Buteo plagiatus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",2,0.0321,
"Gray Hawk
[Buteo plagiatus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",3,0.0330,
"Gray Hawk
[Buteo plagiatus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",7,0.0771,
"Gray Hawk
[Buteo plagiatus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",3,0.0333,
"Gray Hawk
[Buteo plagiatus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",4,0.0442,
"Broad-winged Hawk
[Buteo platypterus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Broad-winged Hawk
[Buteo platypterus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",3,0.0306,
"Broad-winged Hawk
[Buteo platypterus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",4,0.0407,
"Broad-winged Hawk
[Buteo platypterus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",2,0.0158,
"Broad-winged Hawk
[Buteo platypterus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",1,0.0161,
"Broad-winged Hawk
[Buteo platypterus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",3,0.0330,
"Broad-winged Hawk
[Buteo platypterus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",3,0.0330,
"Broad-winged Hawk
[Buteo platypterus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",10,0.1111,
"Broad-winged Hawk
[Buteo platypterus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",3,0.0331,
"Short-tailed Hawk
[Buteo brachyurus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Short-tailed Hawk
[Buteo brachyurus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Short-tailed Hawk
[Buteo brachyurus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"Short-tailed Hawk
[Buteo brachyurus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",1,0.0079,"US,"
"Short-tailed Hawk
[Buteo brachyurus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",4,0.0643,
"Short-tailed Hawk
[Buteo brachyurus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",2,0.0220,
"Short-tailed Hawk
[Buteo brachyurus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",1,0.0110,
"Short-tailed Hawk
[Buteo brachyurus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Short-tailed Hawk
[Buteo brachyurus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",1,0.0110,
"Swainson's Hawk
[Buteo swainsoni]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Swainson's Hawk
[Buteo swainsoni]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",1,0.0102,
"Swainson's Hawk
[Buteo swainsoni]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"Swainson's Hawk
[Buteo swainsoni]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",,,
"Swainson's Hawk
[Buteo swainsoni]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"Swainson's Hawk
[Buteo swainsoni]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"Swainson's Hawk
[Buteo swainsoni]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Swainson's Hawk
[Buteo swainsoni]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Swainson's Hawk
[Buteo swainsoni]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",,,
"Zone-tailed Hawk
[Buteo albonotatus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Zone-tailed Hawk
[Buteo albonotatus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Zone-tailed Hawk
[Buteo albonotatus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",2,0.0204,
"Zone-tailed Hawk
[Buteo albonotatus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",,,
"Zone-tailed Hawk
[Buteo albonotatus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",2,0.0321,
"Zone-tailed Hawk
[Buteo albonotatus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",1,0.0110,
"Zone-tailed Hawk
[Buteo albonotatus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",3,0.0330,
"Zone-tailed Hawk
[Buteo albonotatus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Zone-tailed Hawk
[Buteo albonotatus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",1,0.0110,
"Sunbittern
[Eurypyga helias]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Sunbittern
[Eurypyga helias]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Sunbittern
[Eurypyga helias]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"Sunbittern
[Eurypyga helias]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",,,
"Sunbittern
[Eurypyga helias]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"Sunbittern
[Eurypyga helias]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",2,0.0220,
"Sunbittern
[Eurypyga helias]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",1,0.0110,
"Sunbittern
[Eurypyga helias]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Sunbittern
[Eurypyga helias]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",,,
"Gray-necked Wood-Rail
[Aramides cajaneus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",1,0.0144,
"Gray-necked Wood-Rail
[Aramides cajaneus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",2,0.0204,
"Gray-necked Wood-Rail
[Aramides cajaneus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",2,0.0204,
"Gray-necked Wood-Rail
[Aramides cajaneus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",6,0.0475,
"Gray-necked Wood-Rail
[Aramides cajaneus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",2,0.0321,
"Gray-necked Wood-Rail
[Aramides cajaneus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",5,0.0549,
"Gray-necked Wood-Rail
[Aramides cajaneus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Gray-necked Wood-Rail
[Aramides cajaneus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Gray-necked Wood-Rail
[Aramides cajaneus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",3,0.0331,
"Sora
[Porzana carolina]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Sora
[Porzana carolina]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Sora
[Porzana carolina]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"Sora
[Porzana carolina]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",1,0.0079,"US,"
"Sora
[Porzana carolina]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"Sora
[Porzana carolina]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"Sora
[Porzana carolina]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Sora
[Porzana carolina]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Sora
[Porzana carolina]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",,,
"Purple Gallinule
[Porphyrio martinicus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Purple Gallinule
[Porphyrio martinicus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Purple Gallinule
[Porphyrio martinicus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"Purple Gallinule
[Porphyrio martinicus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",5,0.0396,
"Purple Gallinule
[Porphyrio martinicus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",2,0.0321,
"Purple Gallinule
[Porphyrio martinicus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"Purple Gallinule
[Porphyrio martinicus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Purple Gallinule
[Porphyrio martinicus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",2,0.0222,
"Purple Gallinule
[Porphyrio martinicus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",,,
"American Coot
[Fulica americana]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"American Coot
[Fulica americana]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"American Coot
[Fulica americana]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"American Coot
[Fulica americana]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",1,0.0079,
"American Coot
[Fulica americana]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"American Coot
[Fulica americana]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"American Coot
[Fulica americana]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"American Coot
[Fulica americana]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"American Coot
[Fulica americana]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",,,
"Double-striped Thick-knee
[Burhinus bistriatus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",5,0.0719,
"Double-striped Thick-knee
[Burhinus bistriatus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",4,0.0408,
"Double-striped Thick-knee
[Burhinus bistriatus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",13,0.1323,
"Double-striped Thick-knee
[Burhinus bistriatus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",1,0.0079,
"Double-striped Thick-knee
[Burhinus bistriatus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",6,0.0964,
"Double-striped Thick-knee
[Burhinus bistriatus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",11,0.1209,
"Double-striped Thick-knee
[Burhinus bistriatus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",8,0.0881,
"Double-striped Thick-knee
[Burhinus bistriatus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",15,0.1667,
"Double-striped Thick-knee
[Burhinus bistriatus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",4,0.0442,
"Black-necked Stilt
[Himantopus mexicanus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",8,0.1151,
"Black-necked Stilt
[Himantopus mexicanus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",21,0.2142,
"Black-necked Stilt
[Himantopus mexicanus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",20,0.2036,
"Black-necked Stilt
[Himantopus mexicanus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",48,0.3800,
"Black-necked Stilt
[Himantopus mexicanus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",13,0.2088,
"Black-necked Stilt
[Himantopus mexicanus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",3,0.0330,
"Black-necked Stilt
[Himantopus mexicanus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",3,0.0330,
"Black-necked Stilt
[Himantopus mexicanus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",7,0.0778,
"Black-necked Stilt
[Himantopus mexicanus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",11,0.1215,
"American Oystercatcher
[Haematopus palliatus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",5,0.0719,
"American Oystercatcher
[Haematopus palliatus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",11,0.1122,
"American Oystercatcher
[Haematopus palliatus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",10,0.1018,
"American Oystercatcher
[Haematopus palliatus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",5,0.0396,
"American Oystercatcher
[Haematopus palliatus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",4,0.0643,
"American Oystercatcher
[Haematopus palliatus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",2,0.0220,
"American Oystercatcher
[Haematopus palliatus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",3,0.0330,
"American Oystercatcher
[Haematopus palliatus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",3,0.0333,
